"yPlus","p","wallShearStress:0","wallShearStress:1","wallShearStress:2","U:0","U:1","U:2","Points:0","Points:1","Points:2"
0.06748077273,0.0002837490174,-0.0001813046983,-1.269149091e-10,-6.590395125e-21,0,0,0,0.6666254401,0,1
0.06690425426,0.0002776164911,-0.0001782200852,-1.205238964e-10,-6.590574455e-21,0,0,0,0.6900390387,0,0
0.06690425426,0.0002776164911,-0.0001782200852,-1.205238964e-10,-6.590574455e-21,0,0,0,0.6900390387,0,1
0.06632380188,0.0002712107962,-0.0001751411764,-1.143623252e-10,0,0,0,0,0.7146576643,0,0
0.06632380188,0.0002712107962,-0.0001751411764,-1.143623252e-10,0,0,0,0,0.7146576643,0,1
0.0657389164,0.0002645117056,-0.0001720659056,-1.08421265e-10,0,0,0,0,0.7405825853,0,0
0.0657389164,0.0002645117056,-0.0001720659056,-1.08421265e-10,0,0,0,0,0.7405825853,0,1
0.06514906883,0.0002574971586,-0.0001689921337,-1.026923477e-10,0,0,0,0,0.7679265738,0,0
0.06514906883,0.0002574971586,-0.0001689921337,-1.026923477e-10,0,0,0,0,0.7679265738,0,1
0.06455370039,0.0002501429699,-0.0001659176924,-9.71677877e-11,0,0,0,0,0.7968158126,0,0
0.06455370039,0.0002501429699,-0.0001659176924,-9.71677877e-11,0,0,0,0,0.7968158126,0,1
0.06395221502,0.000242422655,-0.0001628403261,-9.184038946e-11,0,0,0,0,0.8273919821,0,0
0.06395221502,0.000242422655,-0.0001628403261,-9.184038946e-11,0,0,0,0,0.8273919821,0,1
0.06334397942,0.0002343086671,-0.0001597577357,-8.670381774e-11,0,0,0,0,0.8598142862,0,0
0.06334397942,0.0002343086671,-0.0001597577357,-8.670381774e-11,0,0,0,0,0.8598142862,0,1
0.06272830814,0.0002257724409,-0.0001566674619,-8.175210509e-11,0,0,0,0,0.8942628503,0,0
0.06272830814,0.0002257724409,-0.0001566674619,-8.175210509e-11,0,0,0,0,0.8942628503,0,1
0.06210445613,0.0002167949278,-0.0001535669435,-7.697516929e-11,3.977119928e-21,0,0,0,0.9309419394,0,0
0.06210445613,0.0002167949278,-0.0001535669435,-7.697516929e-11,3.977119928e-21,0,0,0,0.9309419394,0,1
